frame,drone_count,base_speed,speed_multiplier,neighbor_distance,collisions,avg_distance
39810,70,3.0,0.8,150,13,166.07
39840,70,3.0,0.8,150,13,169.69
39870,70,3.0,0.8,150,13,173.13
39900,70,3.0,0.8,150,13,172.51
39930,70,3.0,0.8,150,13,170.94
39960,70,3.0,0.8,150,13,173.73
39990,70,3.0,0.8,150,13,176.56
40020,70,3.0,0.8,150,13,180.04
40050,70,3.0,0.8,150,13,182.71
40080,70,3.0,0.8,150,13,188.99
40110,70,3.0,0.8,150,14,185.13
40140,70,3.0,0.8,150,14,181.75
40170,70,3.0,0.8,150,14,179.08
40200,70,3.0,0.8,150,15,174.74
40230,70,3.0,0.8,150,16,170.64
40260,70,3.0,0.8,150,16,167.21
40290,70,3.0,0.8,150,16,164.9
40320,70,3.0,0.8,150,16,163.06
40350,70,3.0,0.8,150,16,161.73
40380,70,3.0,0.8,150,16,161.19
40410,70,3.0,0.8,150,16,164.31
40440,70,3.0,0.8,150,16,180.67
40470,70,3.0,0.8,150,15,198.52
40500,70,3.0,0.8,150,15,204.6
40530,70,3.0,0.8,150,15,225.85
40560,70,3.0,0.8,150,15,228.03
40590,70,3.0,0.8,150,15,228.67
40620,70,3.0,0.8,150,15,229.63
40650,70,3.0,0.8,150,16,230.7
40680,70,3.0,0.8,150,16,232.69
40710,70,3.0,0.8,150,16,237.9
40740,70,3.0,0.8,150,16,244.37
40770,70,3.0,0.8,150,16,243.66
40800,70,3.0,0.8,150,16,285.87
40830,70,3.0,0.8,150,15,288.59
40860,70,3.0,0.8,150,16,307.49
40890,70,3.0,0.8,150,16,326.06
40920,70,3.0,0.8,150,15,328.11
40950,70,3.0,0.8,150,16,330.54
40980,70,3.0,0.8,150,16,376.11
41010,70,3.0,0.8,150,17,414.98
41040,70,3.0,0.8,150,17,415.48
41070,70,3.0,0.8,150,18,438.06
41100,70,3.0,0.8,150,16,425.26
41130,70,3.0,0.8,150,16,423.73
41160,70,3.0,0.8,150,16,411.81
41190,70,3.0,0.8,150,16,410.46
41220,70,3.0,0.8,150,15,408.33
41250,70,3.0,0.8,150,16,369.64
41280,70,3.0,0.8,150,15,366.45
41310,70,3.0,0.8,150,15,363.32
41340,70,3.0,0.8,150,15,360.19
41370,70,3.0,0.8,150,15,345.13
41400,70,3.0,0.8,150,15,343.18
41430,70,3.0,0.8,150,15,341.19
41460,70,3.0,0.8,150,15,340.51
41490,70,3.0,0.8,150,15,340.2
41520,70,3.0,0.8,150,15,327.6
41550,70,3.0,0.8,150,15,317.04
41580,70,3.0,0.8,150,14,279.43
41610,70,3.0,0.8,150,15,279.28
41640,70,3.0,0.8,150,15,279.13
41670,70,3.0,0.8,150,15,279.37
41700,70,3.0,0.8,150,15,280.56
41730,70,3.0,0.8,150,15,283.19
41760,70,3.0,0.8,150,15,286.09
41790,70,3.0,0.8,150,15,289.82
41820,70,3.0,0.8,150,14,292.24
41850,70,3.0,0.8,150,14,295.42
41880,70,3.0,0.8,150,14,297.73
41910,70,3.0,0.8,150,14,300.5
41940,70,3.0,0.8,150,14,303.06
41970,70,3.0,0.8,150,14,321.55
42000,70,3.0,0.8,150,14,324.11
42030,70,3.0,0.8,150,14,357.62
42060,70,3.0,0.8,150,14,374.36
42090,70,3.0,0.8,150,15,382.48
42120,70,3.0,0.8,150,16,398.64
42150,70,3.0,0.8,150,16,385.76
42180,70,3.0,0.8,150,16,409.48
42210,70,3.0,0.8,150,14,407.68
42240,70,3.0,0.8,150,14,405.55
42270,70,3.0,0.8,150,14,401.28
42300,70,3.0,0.8,150,14,400.55
42330,70,3.0,0.8,150,14,400.1
42360,70,3.0,0.8,150,14,400.32
42390,70,3.0,0.8,150,12,400.35
42420,70,3.0,0.8,150,12,402.39
42450,70,3.0,0.8,150,12,415.95
42480,70,3.0,0.8,150,13,435.06
42510,70,3.0,0.8,150,13,455.63
42540,70,3.0,0.8,150,13,452.85
42570,70,3.0,0.8,150,12,451.09
42600,70,3.0,0.8,150,11,449.55
42630,70,3.0,0.8,150,11,450.5
42660,70,3.0,0.8,150,11,450.35
42690,70,3.0,0.8,150,10,449.11
42720,70,3.0,0.8,150,10,448.23
42750,70,3.0,0.8,150,11,447.22
42780,70,3.0,0.8,150,11,447.67
42810,70,3.0,0.8,150,11,443.98
42840,70,3.0,0.8,150,12,428.08
42870,70,3.0,0.8,150,11,449.47
42900,70,3.0,0.8,150,11,452.1
42930,70,3.0,0.8,150,11,452.43
42960,70,3.0,0.8,150,11,444.5
42990,70,3.0,0.8,150,11,441.71
43020,70,3.0,0.8,150,11,438.19
43050,70,3.0,0.8,150,10,428.44
43080,70,3.0,0.8,150,10,425.02
43110,70,3.0,0.8,150,10,421.95
43140,70,3.0,0.8,150,10,418.65
43170,70,3.0,0.8,150,10,409.56
43200,70,3.0,0.8,150,10,402.45
43230,70,3.0,0.8,150,10,402.15
43260,70,3.0,0.8,150,10,394.53
43290,70,3.0,0.8,150,10,397.03
43320,70,3.0,0.8,150,10,408.71
43350,70,3.0,0.8,150,10,420.44
43380,70,3.0,0.8,150,10,422.09
43410,70,3.0,0.8,150,10,430.54
43440,70,3.0,0.8,150,10,430.87
43470,70,3.0,0.8,150,10,455.67
43500,70,3.0,0.8,150,10,470.61
43530,70,3.0,0.8,150,10,507.17
43560,70,3.0,0.8,150,10,493.07
43590,70,3.0,0.8,150,10,478.54
43620,70,3.0,0.8,150,10,463.96
43650,70,3.0,0.8,150,10,460.29
43680,70,3.0,0.8,150,10,456.2
43710,70,3.0,0.8,150,11,491.61
43740,70,3.0,0.8,150,11,486.9
43770,70,3.0,0.8,150,11,489.49
43800,70,3.0,0.8,150,11,491.38
43830,70,3.0,0.8,150,11,489.22
43860,70,3.0,0.8,150,10,479.15
43890,70,3.0,0.8,150,10,469.56
43920,70,3.0,0.8,150,10,462.6
43950,70,3.0,0.8,150,10,465.63
43980,70,3.0,0.8,150,10,463.61
44010,70,3.0,0.8,150,10,460.98
44040,70,3.0,0.8,150,10,445.35
44070,70,3.0,0.8,150,10,437.46
44100,70,3.0,0.8,150,10,430.03
44130,70,3.0,0.8,150,10,423.36
44160,70,3.0,0.8,150,10,418.34
44190,70,3.0,0.8,150,10,414.92
44220,70,3.0,0.8,150,10,411.88
44250,70,3.0,0.8,150,10,408.38
44280,70,3.0,0.8,150,10,404.4
44310,70,3.0,0.8,150,10,402.23
44340,70,3.0,0.8,150,10,402.69
44370,70,3.0,0.8,150,10,408.98
44400,70,3.0,0.8,150,10,416.77
44430,70,3.0,0.8,150,10,422.59
44460,70,3.0,0.8,150,10,426.23
44490,70,3.0,0.8,150,10,427.81
44520,70,3.0,0.8,150,10,428.07
44550,70,3.0,0.8,150,10,427.15
44580,70,3.0,0.8,150,10,423.94
44610,70,3.0,0.8,150,10,419.29
44640,70,3.0,0.8,150,10,414.52
44670,70,3.0,0.8,150,10,409.03
44700,70,3.0,0.8,150,10,404.06
44730,70,3.0,0.8,150,10,402.06
44760,70,3.0,0.8,150,10,402.38
44790,70,3.0,0.8,150,10,398.6
44820,70,3.0,0.8,150,10,401.26
44850,70,3.0,0.8,150,10,407.35
44880,70,3.0,0.8,150,10,411.01
44910,70,3.0,0.8,150,10,409.07
44940,70,3.0,0.8,150,10,406.72
44970,70,3.0,0.8,150,10,402.43
45000,70,3.0,0.8,150,10,397.37
45030,70,3.0,0.8,150,10,390.87
45060,70,3.0,0.8,150,10,379.15
45090,70,3.0,0.8,150,10,373.2
45120,70,3.0,0.8,150,10,359.11
45150,70,3.0,0.8,150,10,352.13
45180,70,3.0,0.8,150,10,335.15
45210,70,3.0,0.8,150,10,326.94
45240,70,3.0,0.8,150,10,317.47
45270,70,3.0,0.8,150,10,306.69
45300,70,3.0,0.8,150,10,295.43
45330,70,3.0,0.8,150,10,285.04
45360,70,3.0,0.8,150,10,274.37
45390,70,3.0,0.8,150,10,264.44
45420,70,3.0,0.8,150,10,255.25
45450,70,3.0,0.8,150,10,249.01
45480,70,3.0,0.8,150,11,244.19
45510,70,3.0,0.8,150,11,237.8
45540,70,3.0,0.8,150,11,232.47
45570,70,3.0,0.8,150,11,228.02
45600,70,3.0,0.8,150,11,229.88
45630,70,3.0,0.8,150,11,239.89
45660,70,3.0,0.8,150,11,232.5
45690,70,3.0,0.8,150,11,233.33
45720,70,3.0,0.8,150,11,225.82
45750,70,3.0,0.8,150,11,221.09
45780,70,3.0,0.8,150,11,218.77
45810,70,3.0,0.8,150,11,217.65
45840,70,3.0,0.8,150,11,215.96
45870,70,3.0,0.8,150,10,215.31
45900,70,3.0,0.8,150,10,218.16
45930,70,3.0,0.8,150,10,218.27
45960,70,3.0,0.8,150,10,219.15
45990,70,3.0,0.8,150,10,220.91
46020,70,3.0,0.8,150,10,222.36
46050,70,3.0,0.8,150,10,225.91
46080,70,3.0,0.8,150,8,228.2
46110,70,3.0,0.8,150,8,229.03
46140,70,3.0,0.8,150,8,230.05
46170,70,3.0,0.8,150,8,230.96
46200,70,3.0,0.8,150,8,227.62
46230,70,3.0,0.8,150,8,221.92
46260,70,3.0,0.8,150,7,215.16
46290,70,3.0,0.8,150,8,208.02
46320,70,3.0,0.8,150,8,202.81
46350,70,3.0,0.8,150,8,198.29
46380,70,3.0,0.8,150,8,191.81
46410,70,3.0,0.8,150,9,186.51
46440,70,3.0,0.8,150,9,182.32
46470,70,3.0,0.8,150,10,178.74
46500,70,3.0,0.8,150,10,176.11
46530,70,3.0,0.8,150,10,171.5
46560,70,3.0,0.8,150,10,168.06
46590,70,3.0,0.8,150,10,166.92
46620,70,3.0,0.8,150,10,165.64
46650,70,3.0,0.8,150,11,164.83
46680,70,3.0,0.8,150,13,162.34
46710,70,3.0,0.8,150,13,160.04
46740,70,3.0,0.8,150,12,158.66
46770,70,3.0,0.8,150,13,156.33
46800,70,3.0,0.8,150,13,159.53
46830,70,3.0,0.8,150,13,161.48
46860,70,3.0,0.8,150,13,162.78
46890,70,3.0,0.8,150,14,161.9
46920,70,3.0,0.8,150,14,161.19
46950,70,3.0,0.8,150,14,163.14
46980,70,3.0,0.8,150,14,166.47
47010,70,3.0,0.8,150,14,170.63
47040,70,3.0,0.8,150,14,175.17
47070,70,3.0,0.8,150,14,180.52
47100,70,3.0,0.8,150,14,187.55
47130,70,3.0,0.8,150,14,191.8
47160,70,3.0,0.8,150,14,195.29
47190,70,3.0,0.8,150,14,198.77
47220,70,3.0,0.8,150,14,204.65
47250,70,3.0,0.8,150,14,210.09
47280,70,3.0,0.8,150,14,216.0
47310,70,3.0,0.8,150,14,221.47
47340,70,3.0,0.8,150,14,227.24
47370,70,3.0,0.8,150,14,228.19
47400,70,3.0,0.8,150,14,227.86
47430,70,3.0,0.8,150,14,226.84
47460,70,3.0,0.8,150,14,223.31
47490,70,3.0,0.8,150,14,220.13
47520,70,3.0,0.8,150,14,216.46
47550,70,3.0,0.8,150,14,211.09
47580,70,3.0,0.8,150,12,207.98
47610,70,3.0,0.8,150,14,205.74
47640,70,3.0,0.8,150,12,204.44
47670,70,3.0,0.8,150,12,202.46
47700,70,3.0,0.8,150,12,199.93
47730,70,3.0,0.8,150,13,199.3
47760,70,3.0,0.8,150,13,201.17
47790,70,3.0,0.8,150,13,205.45
47820,70,3.0,0.8,150,13,207.56
47850,70,3.0,0.8,150,13,205.47
47880,70,3.0,0.8,150,13,203.36
47910,70,3.0,0.8,150,13,200.12
47940,70,3.0,0.8,150,14,197.55
47970,70,3.0,0.8,150,13,196.54
48000,70,3.0,0.8,150,13,196.2
48030,70,3.0,0.8,150,14,196.39
48060,70,3.0,0.8,150,14,195.78
48090,70,3.0,0.8,150,14,194.92
48120,70,3.0,0.8,150,14,191.26
48150,70,3.0,0.8,150,14,188.2
48180,70,3.0,0.8,150,14,182.89
48210,70,3.0,0.8,150,14,177.55
48240,70,3.0,0.8,150,14,173.66
48270,70,3.0,0.8,150,14,168.37
48300,70,3.0,0.8,150,14,165.43
48330,70,3.0,0.8,150,14,162.38
48360,70,3.0,0.8,150,14,170.78
48390,70,3.0,0.8,150,14,178.63
48420,70,3.0,0.8,150,14,174.31
48450,70,3.0,0.8,150,14,183.54
48480,70,3.0,0.8,150,15,194.59
48510,70,3.0,0.8,150,14,214.8
48540,70,3.0,0.8,150,14,202.31
48570,70,3.0,0.8,150,15,220.52
48600,70,3.0,0.8,150,14,219.11
48630,70,3.0,0.8,150,15,207.55
48660,70,3.0,0.8,150,15,194.35
48690,70,3.0,0.8,150,15,184.06
48720,70,3.0,0.8,150,14,184.5
48750,70,3.0,0.8,150,14,197.32
48780,70,3.0,0.8,150,14,219.0
48810,70,3.0,0.8,150,14,248.41
48840,70,3.0,0.8,150,13,255.78
48870,70,3.0,0.8,150,13,249.8
48900,70,3.0,0.8,150,13,245.45
48930,70,3.0,0.8,150,12,241.61
48960,70,3.0,0.8,150,12,238.25
48990,70,3.0,0.8,150,11,242.88
49020,70,3.0,0.8,150,11,240.88
49050,70,3.0,0.8,150,11,256.54
49080,70,3.0,0.8,150,11,262.99
49110,70,3.0,0.8,150,11,269.45
49140,70,3.0,0.8,150,10,276.54
49170,70,3.0,0.8,150,10,282.03
49200,70,3.0,0.8,150,9,285.36
49230,70,3.0,0.8,150,9,288.75
49260,70,3.0,0.8,150,9,290.93
49290,70,3.0,0.8,150,7,294.77
49320,70,3.0,0.8,150,7,295.08
49350,70,3.0,0.8,150,5,297.23
49380,70,3.0,0.8,150,6,305.87
49410,70,3.0,0.8,150,5,307.28
49440,70,3.0,0.8,150,5,320.69
49470,70,3.0,0.8,150,6,317.34
49500,70,3.0,0.8,150,6,312.09
49530,70,3.0,0.8,150,6,306.78
49560,70,3.0,0.8,150,5,301.35
49590,70,3.0,0.8,150,4,294.28
49620,70,3.0,0.8,150,4,288.15
49650,70,3.0,0.8,150,4,283.65
49680,70,3.0,0.8,150,6,279.06
49710,70,3.0,0.8,150,6,276.36
49740,70,3.0,0.8,150,5,280.26
49770,70,3.0,0.8,150,5,281.85
49800,70,3.0,0.8,150,5,282.93
49830,70,3.0,0.8,150,5,276.39
49860,70,3.0,0.8,150,5,268.44
49890,70,3.0,0.8,150,5,259.58
49920,70,3.0,0.8,150,5,249.78
49950,70,3.0,0.8,150,5,243.91
49980,70,3.0,0.8,150,5,239.11
50010,70,3.0,0.8,150,5,234.09
50040,70,3.0,0.8,150,4,227.91
50070,70,3.0,0.8,150,4,217.75
50100,70,3.0,0.8,150,4,208.67
50130,70,3.0,0.8,150,4,199.8
50160,70,3.0,0.8,150,3,191.59
50190,70,3.0,0.8,150,4,183.79
50220,70,3.0,0.8,150,4,176.43
50250,70,3.0,0.8,150,4,169.34
50280,70,3.0,0.8,150,4,163.57
50310,70,3.0,0.8,150,4,157.79
50340,70,3.0,0.8,150,4,154.67
50370,70,3.0,0.8,150,3,151.99
50400,70,3.0,0.8,150,3,147.33
50430,70,3.0,0.8,150,4,142.85
50460,70,3.0,0.8,150,4,137.19
50490,70,3.0,0.8,150,4,131.57
50520,70,3.0,0.8,150,4,127.58
50550,70,3.0,0.8,150,4,123.72
50580,70,3.0,0.8,150,5,117.91
50610,70,3.0,0.8,150,6,112.96
50640,70,3.0,0.8,150,6,109.04
50670,70,3.0,0.8,150,7,104.97
50700,70,3.0,0.8,150,7,102.55
50730,70,3.0,0.8,150,7,100.06
50760,70,3.0,0.8,150,7,97.62
50790,70,3.0,0.8,150,8,95.71
50820,70,3.0,0.8,150,8,93.77
50850,70,3.0,0.8,150,9,92.32
50880,70,3.0,0.8,150,10,90.82
50910,70,3.0,0.8,150,10,89.44
50940,70,3.0,0.8,150,10,88.6
50970,70,3.0,0.8,150,11,87.86
51000,70,3.0,0.8,150,11,87.47
51030,70,3.0,0.8,150,11,86.88
51060,70,3.0,0.8,150,12,86.48
51090,70,3.0,0.8,150,12,85.97
51120,70,3.0,0.8,150,12,85.72
51150,70,3.0,0.8,150,12,85.02
51180,70,3.0,0.8,150,11,84.82
51210,70,3.0,0.8,150,11,84.7
51240,70,3.0,0.8,150,11,84.43
51270,70,3.0,0.8,150,12,84.46
51300,70,3.0,0.8,150,11,84.28
51330,70,3.0,0.8,150,11,84.13
51360,70,3.0,0.8,150,11,83.66
51390,70,3.0,0.8,150,11,83.32
51420,70,3.0,0.8,150,11,83.25
51450,70,3.0,0.8,150,11,83.35
51480,70,3.0,0.8,150,11,83.44
51510,70,3.0,0.8,150,11,83.55
51540,70,3.0,0.8,150,11,83.52
51570,70,3.0,0.8,150,11,83.3
51600,70,3.0,0.8,150,11,83.18
51630,70,3.0,0.8,150,11,82.9
51660,70,3.0,0.8,150,11,82.69
51690,70,3.0,0.8,150,11,82.36
51720,70,3.0,0.8,150,11,82.35
51750,70,3.0,0.8,150,11,82.13
51780,70,3.0,0.8,150,12,81.94
51810,70,3.0,0.8,150,12,81.81
51840,70,3.0,0.8,150,12,81.7
51870,70,3.0,0.8,150,12,81.59
51900,70,3.0,0.8,150,10,81.44
51930,70,3.0,0.8,150,10,81.18
51960,70,3.0,0.8,150,14,80.98
51990,70,3.0,0.8,150,15,80.81
52020,70,3.0,0.8,150,16,80.72
52050,70,3.0,0.8,150,18,80.4
52080,70,3.0,0.8,150,20,80.21
52110,70,3.0,0.8,150,20,79.89
52140,70,3.0,0.8,150,20,79.57
52170,70,3.0,0.8,150,20,79.13
52200,70,3.0,0.8,150,20,78.73
52230,70,3.0,0.8,150,20,78.48
52260,70,3.0,0.8,150,19,78.42
52290,70,3.0,0.8,150,19,78.39
52320,70,3.0,0.8,150,19,78.41
52350,70,3.0,0.8,150,19,78.45
52380,70,3.0,0.8,150,18,78.46
52410,70,3.0,0.8,150,18,78.46
52440,70,3.0,0.8,150,18,78.6
52470,70,3.0,0.8,150,18,78.57
52500,70,3.0,0.8,150,18,78.7
52530,70,3.0,0.8,150,18,78.61
52560,70,3.0,0.8,150,18,78.67
52590,70,3.0,0.8,150,18,78.64
52620,70,3.0,0.8,150,18,78.55
52650,70,3.0,0.8,150,18,78.25
52680,70,3.0,0.8,150,18,78.23
52710,70,3.0,0.8,150,18,78.07
52740,70,3.0,0.8,150,18,77.8
52770,70,3.0,0.8,150,18,77.82
52800,70,3.0,0.8,150,18,77.85
52830,70,3.0,0.8,150,21,77.85
52860,70,3.0,0.8,150,21,77.74
52890,70,3.0,0.8,150,21,77.83
52920,70,3.0,0.8,150,23,77.69
52950,70,3.0,0.8,150,23,77.61
52980,70,3.0,0.8,150,24,77.37
53010,70,3.0,0.8,150,24,77.28
53040,70,3.0,0.8,150,24,77.22
53070,70,3.0,0.8,150,24,77.14
53100,70,3.0,0.8,150,24,76.93
53130,70,3.0,0.8,150,26,76.73
53160,70,3.0,0.8,150,26,76.38
53190,70,3.0,0.8,150,26,76.09
53220,70,3.0,0.8,150,27,76.01
53250,70,3.0,0.8,150,27,75.65
53280,70,3.0,0.8,150,27,75.54
53310,70,3.0,0.8,150,27,75.54
53340,70,3.0,0.8,150,27,75.33
53370,70,3.0,0.8,150,27,75.12
53400,70,3.0,0.8,150,27,75.08
53430,70,3.0,0.8,150,27,74.82
53460,70,3.0,0.8,150,27,74.85
53490,70,3.0,0.8,150,27,74.85
53520,70,3.0,0.8,150,27,74.85
53550,70,3.0,0.8,150,27,74.87
53580,70,3.0,0.8,150,27,74.87
53610,70,3.0,0.8,150,27,74.85
53640,70,3.0,0.8,150,27,74.67
53670,70,3.0,0.8,150,27,74.69
53700,70,3.0,0.8,150,27,74.71
53730,70,3.0,0.8,150,24,74.63
53760,70,3.0,0.8,150,24,74.6
53790,70,3.0,0.8,150,24,74.64
53820,70,3.0,0.8,150,24,74.76
53850,70,3.0,0.8,150,24,74.69
53880,70,3.0,0.8,150,24,74.77
53910,70,3.0,0.8,150,24,74.69
53940,70,3.0,0.8,150,26,74.68
53970,70,3.0,0.8,150,26,74.66
54000,70,3.0,0.8,150,24,74.61
54030,70,3.0,0.8,150,24,74.51
54060,70,3.0,0.8,150,24,74.59
54090,70,3.0,0.8,150,24,74.57
54120,70,3.0,0.8,150,24,74.62
54150,70,3.0,0.8,150,27,74.68
54180,70,3.0,0.8,150,27,74.67
54210,70,3.0,0.8,150,27,74.66
54240,70,3.0,0.8,150,27,74.58
54270,70,3.0,0.8,150,27,74.62
54300,70,3.0,0.8,150,27,74.6
54330,70,3.0,0.8,150,27,74.55
54360,70,3.0,0.8,150,27,74.59
54390,70,3.0,0.8,150,27,74.66
54420,70,3.0,0.8,150,27,74.69
54450,70,3.0,0.8,150,27,74.72
54480,70,3.0,0.8,150,27,74.84
54510,70,3.0,0.8,150,27,74.86
54540,70,3.0,0.8,150,27,74.77
54570,70,3.0,0.8,150,26,74.7
54600,70,3.0,0.8,150,27,74.67
54630,70,3.0,0.8,150,27,74.58
54660,70,3.0,0.8,150,27,74.54
54690,70,3.0,0.8,150,27,74.55
54720,70,3.0,0.8,150,27,74.47
54750,70,3.0,0.8,150,27,74.49
54780,70,3.0,0.8,150,27,74.55
54810,70,3.0,0.8,150,27,74.51
54840,70,3.0,0.8,150,27,74.5
54870,70,3.0,0.8,150,27,74.59
54900,70,3.0,0.8,150,27,74.55
54930,70,3.0,0.8,150,27,74.61
54960,70,3.0,0.8,150,27,74.51
54990,70,3.0,0.8,150,27,74.48
55020,70,3.0,0.8,150,27,74.57
55050,70,3.0,0.8,150,27,74.53
55080,70,3.0,0.8,150,27,97.06
55110,70,3.0,0.8,150,27,119.12
55140,70,3.0,0.8,150,27,119.54
55170,70,3.0,0.8,150,28,141.8
55200,70,3.0,0.8,150,27,203.98
55230,70,3.0,0.8,150,28,204.7
55260,70,3.0,0.8,150,28,205.68
55290,70,3.0,0.8,150,28,263.35
55320,70,3.0,0.8,150,28,262.83
55350,70,3.0,0.8,150,29,262.51
55380,70,3.0,0.8,150,29,243.81
55410,70,3.0,0.8,150,30,285.17
55440,70,3.0,0.8,150,28,284.22
55470,70,3.0,0.8,150,28,281.96
55500,70,3.0,0.8,150,27,281.47
55530,70,3.0,0.8,150,27,298.95
55560,70,3.0,0.8,150,27,312.05
55590,70,3.0,0.8,150,27,293.72
55620,70,3.0,0.8,150,26,331.51
55650,70,3.0,0.8,150,26,312.76
55680,70,3.0,0.8,150,25,293.82
55710,70,3.0,0.8,150,25,273.6
55740,70,3.0,0.8,150,26,290.06
55770,70,3.0,0.8,150,27,323.47
55800,70,3.0,0.8,150,26,330.45
55830,70,3.0,0.8,150,26,337.87
55860,70,3.0,0.8,150,26,345.25
55890,70,3.0,0.8,150,26,351.83
55920,70,3.0,0.8,150,26,378.85
55950,70,3.0,0.8,150,25,375.22
55980,70,3.0,0.8,150,25,373.95
56010,70,3.0,0.8,150,25,372.16
56040,70,3.0,0.8,150,25,370.07
56070,70,3.0,0.8,150,25,384.62
56100,70,3.0,0.8,150,25,384.3
56130,70,3.0,0.8,150,25,380.28
56160,70,3.0,0.8,150,24,400.69
56190,70,3.0,0.8,150,24,395.98
56220,70,3.0,0.8,150,24,392.84
56250,70,3.0,0.8,150,24,402.02
56280,70,3.0,0.8,150,24,397.99
56310,70,3.0,0.8,150,25,416.82
56340,70,3.0,0.8,150,22,422.56
56370,70,3.0,0.8,150,21,429.79
56400,70,3.0,0.8,150,21,419.64
56430,70,3.0,0.8,150,21,442.05
56460,70,3.0,0.8,150,24,461.66
56490,70,3.0,0.8,150,23,468.46
56520,70,3.0,0.8,150,22,457.03
56550,70,3.0,0.8,150,22,456.23
56580,70,3.0,0.8,150,21,437.95
56610,70,3.0,0.8,150,21,456.02
56640,70,3.0,0.8,150,21,472.09
56670,70,3.0,0.8,150,23,499.58
56700,70,3.0,0.8,150,22,498.51
56730,70,3.0,0.8,150,20,497.79
56760,70,3.0,0.8,150,23,523.11
56790,70,3.0,0.8,150,23,524.93
56820,70,3.0,0.8,150,19,525.79
56850,70,3.0,0.8,150,16,538.89
56880,70,3.0,0.8,150,20,547.67
56910,70,3.0,0.8,150,18,549.36
56940,70,3.0,0.8,150,15,545.6
56970,70,3.0,0.8,150,12,541.38
57000,70,3.0,0.8,150,12,536.12
57030,70,3.0,0.8,150,13,530.59
57060,70,3.0,0.8,150,12,525.53
57090,70,3.0,0.8,150,10,520.13
57120,70,3.0,0.8,150,10,513.76
57150,70,3.0,0.8,150,7,508.8
57180,70,3.0,0.8,150,6,503.57
57210,70,3.0,0.8,150,6,498.08
57240,70,3.0,0.8,150,5,492.83
57270,70,3.0,0.8,150,5,488.1
57300,70,3.0,0.8,150,4,484.33
57330,70,3.0,0.8,150,4,479.43
57360,70,3.0,0.8,150,5,483.95
57390,70,3.0,0.8,150,6,491.21
57420,70,3.0,0.8,150,6,507.76
57450,70,3.0,0.8,150,6,502.91
57480,70,3.0,0.8,150,5,504.32
57510,70,3.0,0.8,150,5,514.65
57540,70,3.0,0.8,150,4,503.34
57570,70,3.0,0.8,150,3,508.17
57600,70,3.0,0.8,150,4,518.04
57630,70,3.0,0.8,150,4,518.94
57660,70,3.0,0.8,150,4,512.33
57690,70,3.0,0.8,150,4,503.5
57720,70,3.0,0.8,150,5,495.94
57750,70,3.0,0.8,150,4,494.55
57780,70,3.0,0.8,150,4,485.49
57810,70,3.0,0.8,150,4,476.63
57840,70,3.0,0.8,150,4,470.28
57870,70,3.0,0.8,150,4,468.13
57900,70,3.0,0.8,150,3,464.81
57930,70,3.0,0.8,150,3,460.78
57960,70,3.0,0.8,150,3,456.03
57990,70,3.0,0.8,150,3,452.61
58020,70,3.0,0.8,150,1,447.45
58050,70,3.0,0.8,150,1,442.91
58080,70,3.0,0.8,150,1,437.73
58110,70,3.0,0.8,150,1,430.71
58140,70,3.0,0.8,150,1,428.05
58170,70,3.0,0.8,150,1,419.29
58200,70,3.0,0.8,150,1,411.84
58230,70,3.0,0.8,150,1,410.47
58260,70,3.0,0.8,150,1,405.66
58290,70,3.0,0.8,150,1,399.0
58320,70,3.0,0.8,150,1,392.87
58350,70,3.0,0.8,150,1,389.33
58380,70,3.0,0.8,150,1,385.55
58410,70,3.0,0.8,150,1,380.8
58440,70,3.0,0.8,150,0,375.72
58470,70,3.0,0.8,150,0,371.1
58500,70,3.0,0.8,150,0,369.97
58530,70,3.0,0.8,150,0,370.39
58560,70,3.0,0.8,150,0,368.26
58590,70,3.0,0.8,150,0,364.86
58620,70,3.0,0.8,150,0,370.34
58650,70,3.0,0.8,150,0,371.36
58680,70,3.0,0.8,150,0,374.75
58710,70,3.0,0.8,150,0,394.73
58740,70,3.0,0.8,150,0,393.54
58770,70,3.0,0.8,150,0,392.19
58800,70,3.0,0.8,150,0,390.15
58830,70,3.0,0.8,150,1,393.23
58860,70,3.0,0.8,150,0,392.19
58890,70,3.0,0.8,150,0,390.26
58920,70,3.0,0.8,150,0,396.6
58950,70,3.0,0.8,150,0,405.64
58980,70,3.0,0.8,150,0,406.57
59010,70,3.0,0.8,150,0,404.43
59040,70,3.0,0.8,150,0,399.21
59070,70,3.0,0.8,150,0,392.79
59100,70,3.0,0.8,150,0,385.18
59130,70,3.0,0.8,150,0,378.97
59160,70,3.0,0.8,150,0,373.21
59190,70,3.0,0.8,150,0,369.06
59220,70,3.0,0.8,150,1,364.15
59250,70,3.0,0.8,150,1,358.57
59280,70,3.0,0.8,150,1,352.98
59310,70,3.0,0.8,150,2,347.16
59340,70,3.0,0.8,150,1,340.54
59370,70,3.0,0.8,150,1,327.44
59400,70,3.0,0.8,150,2,317.29
59430,70,3.0,0.8,150,1,307.2
59460,70,3.0,0.8,150,1,301.94
59490,70,3.0,0.8,150,1,295.88
59520,70,3.0,0.8,150,0,289.12
59550,70,3.0,0.8,150,1,283.64
59580,70,3.0,0.8,150,1,278.24
59610,70,3.0,0.8,150,1,277.89
59640,70,3.0,0.8,150,0,279.51
59670,70,3.0,0.8,150,0,280.35
59700,70,3.0,0.8,150,0,282.04
